FishStock,Year,Management,Additional
ple.27.7bc,2017,"<ul><li> The TAC covers Divisions 7.b and 7.c. The assessment area is the same as the TAC area.</li> <li> This stock is mainly caught within coastal mixed fisheries by Irish otter trawlers.</li> <li> The stock is managed by TAC although recent landings have been below the TAC. If it is further reduced, the TAC might become restrictive.</li></ul>","<ul><li> Irish landings of West of Ireland plaice are mainly taken as a minor bycatch in mixed fisheries and are mainly landed with anglerfish, whiting and megrim.</li></ul>"
ple.27.7bc,2018,<ul><li>The TAC covers Divisions 7.b and 7.c. The assessment area is the same as the TAC area.</li> <li>Recent landings have been well below the TAC.</li></ul>,"<ul><li>Irish landings of this stock are caught by otter trawlers, as a minor bycatch in a mixed fisheries, mainly targeting rays. In some years there has also been a more targeted gillnet fishery (but not since 2012).</li> <li>Discards in these fisheries are unknown. </li> <li>As a result of the documented high survivability of discarded plaice, a proposed high survivability exemption may be implemented in 2019. This exemption would apply to beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (&#8804 221kW) using flip-up rope or benthic release panel. This is unlikely to affect Irish fisheries as there are few Irish beam trawls operating in this area. </li></ul>"
ple.27.7bc,2019,<ul><li> The TAC and the assessment area are the same. </li> <li> Recent landings have been well below the TAC.</li></ul>,"<ul><li> Irish landings of this stock are caught by otter trawlers, as a minor bycatch in a mixed fishery, mainly targeting rays. In some years there has also been a more targeted gillnet fishery (but not since 2012).</li> <li> Discarded plaice are considered to have a survivability of approximately 40%. An exemption to the Landing Obligation applies to beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (>221kW) using flip-up rope or benthic release panel (2019/7048 & 2018/190) in ICES division 7a to 7k. This is unlikely to affect Irish fisheries as there are few Irish beam trawls operating in this area. </li></ul>"
ple.27.7fg,2015,<ul><li> The TAC area covers Divisions VIIfg. The assessment area is the same as the TAC area.</li> <li> The 2015 TAC was 461 t with an associated Irish quota of 202 t.</li> <li> There are no explicit management objectives or plans for this stock. The NWWRAC is developing a mixed fisheries management plan for VIIfg.</li></ul>,<ul><li>There is no additional information for this stock</li></ul>
ple.27.7fg,2016,<ul><li> The TAC area covers Divisions 7.f-g. The assessment area is the same as the TAC area.</li> <li> There are no explicit management objectives or plans for this stock.</li></ul>,"<ul><li> Irish landings of Celtic Sea plaice are taken as a minor by-catch in mixed fisheries and are mainly landed with whiting, megrim, anglerfish as well as other gadoids.</li> <li> The majority of Irish otter trawl discards are between 20-30cm (the MCRS is 27cm). The majority of discards for this stock are from beam trawlers targeting sole with 80mm cod-ends. It is likely that a significant proportion of the discards survive.</li> <li> Discards have increased in recent years and now 73% of the catch is discarded, posing challenges for implementation of the landings obligation.</li></ul>"
ple.27.7fg,2017,<ul><li> The TAC area covers Divisions 7.f-g. The assessment area is the same as the TAC area.</li> <li> There are no explicit management objectives or plans for this stock.</li></ul>,"<ul><li> Irish landings of Celtic Sea plaice are taken as a minor by-catch in mixed fisheries and are mainly landed with whiting, megrim, anglerfish as well as other gadoids.</li> <li> Discards have increased in recent years and now ~70% of the catch is discarded, posing challenges for implementation of the landing obligation.</li> <li> The majority of Irish otter trawl discards are between 20-30cm (the MCRS is 27cm). The majority of discards for this stock are from beam trawlers targeting sole with 80mm cod-ends. It is likely that a proportion of the discards survive, however studies should be done to confirm this.</li></ul>"
ple.27.7fg,2018,<ul><li>The TAC area covers Divisions 7.f-g. The assessment area is the same as the TAC area.</li></ul>,"<ul><li>The stock status for Celtic Sea plaice is that F is well below the F<sub>MSY</sub> proxy and SSB well above the proxy for MSY B<sub>trigger</sub>.</li> <li>This stock will be benchmarked by ICES in 2020.</li> <li>Irish landings of Celtic Sea plaice are taken as a minor bycatch in mixed fisheries and are mainly landed with whiting and other gadoids, megrim, anglerfish.</li> <li>Discards have increased in recent years and now ~70% of the catch is discarded. The majority of discards for this stock are from otter trawlers. Discards of plaice from Irish otter trawl operating in this area range in size between 20-30cm (MCRS 27cm). </li> <li>Discards of plaice are considered to have a survivability of about 40%. Under the Landing Obligation Celtic Sea plaice have a high survivability exemption. This exemption would apply to beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (&#8804 221kW) using flip-up rope or benthic release panel. </li></ul>"
ple.27.7fg,2019,"<ul><li> The TAC and the assessment area are the same.</li> <li> In 2018 Ireland took 12% of the landings. In 2019, there was an overall increase in European plaice quota, from 511 to 1,662 t. Ireland's quota was reduced from 40% to 15%, while France increased from 29% to 41%. However, this TAC is not restrictive. </li></ul>","<ul><li> Currently fishing pressure is well below the F<sub>MSY proxy</sub> and SSB well above the MSY B<sub>trigger proxy</sub> </li> <li> Irish landings of Celtic Sea plaice are taken as a minor bycatch in mixed fisheries and are mainly landed with whiting and other gadoids, megrim and anglerfish. </li> <li> Discards have increased in recent years and in 2018 55% of the catch was discarded. The majority of discards for this stock are from beam trawlers. Discards of plaice from Irish otter trawls operating in this area range in size between 20-30cm (MCRS 27cm). </li> <li> Discards of plaice are considered to have a survivability of about 40%. Under the Landing Obligation Celtic Sea plaice have a high survivability exemption. This exemption applies to otter trawls; trammel nets; and beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (>221kW) using flip-up rope or benthic release panel (EC 2019/7048 & 2018/190). </li></ul>"
ple.27.7h-k,2015,"<ul><li> The TAC area covers Divisions VIIh-k. The assessment area also covers VIIh-k but there is insufficient data from VIIh to support an assessment and there are negligible landings from VIIk, therefore the assessment is carried out using data from VIIj only under the assumption that the trends are representative of VIIh-k.</li> <li> The 2015 TAC was 135 t with an associated Irish quota of 59 t (44%). The Irish quota has become very restrictive in recent years.</li> <li> There are no specific management objectives for this stock.</li> <li> This stock is mainly caught within coastal mixed fisheries by otter trawlers in VIIj.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
ple.27.7h-k,2016,"<ul><li> The TAC area covers Divisions 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k, therefore the assessment is carried out using data from 7.j only under the assumption that the trends are representative of 7.h-k.</li> <li> The Irish quota has become very restrictive in recent years.</li> <li> There are no specific management objectives for this stock.</li> <li> This stock is mainly caught within coastal mixed fisheries by otter trawlers in 7.j.</li></ul>","<ul><li> Irish landings of Southwest of Ireland plaice are taken as a minor by-catch in mixed fisheries and are mainly landed with megrim, anglerfish, whiting and hake.</li></ul>"
ple.27.7h-k,2017,"<ul><li> The TAC area covers Divisions 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k, therefore the assessment is carried out using data from 7.j only. This is under the assumption that the trends are representative of 7.h-k.</li> <li> The Irish quota has become very restrictive in recent years and this may have led to increased discarding.</li></ul>","<ul><li> Irish landings of Southwest of Ireland plaice are taken as a minor bycatch in mixed fisheries and are mainly landed with megrim, anglerfish, whiting and hake.</li> <li> Spawning stock biomass is below B<sub>lim</sub> therefore there is at a reduced reproductive capacity.</li> <li> There is an indication of high survivability in discards of plaice, however studies should be conducted to verify this.</li></ul>"
ple.27.7h-k,2018,"<ul><li>The TAC area covers Divisions 7.h-k. However, the assessment is conducted using data from 7.jk only, as there is insufficient landings-at-age data for 7.h. The assessment assumes that data trends in 7.jk are representative of those in 7.h.</li> <li>The Irish quota has been not been restrictive since 2014.</li></ul>","<ul><li>Irish landings of this stock are caught as a minor bycatch in a mixed fishery, and are mainly landed with megrim, anglerfish, haddock and hake.</li> <li>Stock size has shown a continuing downward trend since the 1990s, with spawning-stock biomass (SSB) below B<sub>lim</sub> since 2002, therefore this stock is considered to have a reduced reproductive capacity. </li> <li>As a result of the documented high survivability of discarded plaice, a proposed high survivability exemption may be implemented in 2019. This exemption would apply to beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (&#8804 221kW) using flip-up rope or benthic release panel. This is unlikely to affect Irish fisheries as there are few Irish beam trawls operating in this area. </li> <li>This stock will be benchmarked by ICES in 2020 to incorporate increased biological sampling in 7h.</li></ul>"
ple.27.7h-k,2019,"<ul><li> The TAC area covers Divisions 7.h-k. However, the assessment is conducted using data from 7.j and 7.k only, as there is insufficient landings-at-age data for 7.h. The assessment assumes that data trends in 7.j and 7.k are representative of those in 7.h.</li> <li> The Irish quota has not been restrictive since 2014.</li></ul>","<ul><li> Fishing pressure is highly variable but has been above F<sub>lim</sub> for most of the entire time-series. Spawning-stock biomass has been below B<sub>lim</sub> since 2002.</li> <li> Irish landings of this stock are caught as a minor bycatch in a mixed fishery, and are mainly landed with megrim, anglerfish, haddock and whiting.</li> <li> Stock size has shown a continuing downward trend since the 1990s, with spawning-stock biomass (SSB) below B<sub>lim</sub> since 2002, therefore this stock is considered to have a reduced reproductive capacity.</li> <li> As a result of the documented high survivability of discarded plaice, a high survivability exemption is in place for 2020. This exemption applies to beam trawls (&#8804 221kW) within 12nm of the coast, and towing for less than 90 minutes; and beam trawls (>221kW) using flip-up rope or benthic release panel. This is unlikely to affect Irish fisheries as there are few Irish beam trawls operating in this area.</li></ul>"
pok.27.3a46,2015,"<ul><li> The assessment area comprises two TAC areas; the first TAC area comprises Divisions IIa, IIIabcd, and Sub-area IV, the second TAC area covers Division Vb as well as Subareas VI, XII and XIV.</li> <li> The total EC TAC for Division Vb and Sub-areas VI, XII and XIV in 2015 was 6,848 t, with an Irish quota of 389 t.</li> <li> There is a long-term management plan for this stock based on the EU-Norway agreement that states that every effort should be made to maintain SSB above 199,270 t (B<sub>lim</sub>) and a TAC consistent with F = 0.3. Should SSB fall below B<sub>pa</sub> this fishing mortality will be adapted in the light of the prevailing conditions (see ACOM advice for detailed description of the management plan).</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
pok.27.3a46,2016,"<ul><li> The assessment area comprises two TAC areas; the first TAC area covers Divisions 2a, 3abcd, and Sub-area 4, the second TAC area covers Division 5b as well as Sub-areas 6, 12 and 14. Ireland only has a quota for the latter.</li> <li> Ireland has not taken its full quota in recent years.</li> <li> There is a long-term management plan for this stock based on the EU-Norway agreement. However, changes to the stock assessment and reference points in 2016 imply a need to reevaluate the EU-Norway management strategy. Until such an evaluation is conducted, the ICES advice is based on the MSY approach.</li> <li> The minimum conservation reference size is 35cm (unchanged from the minimum landing size).</li></ul>","<ul><li> One-third of Irish landings of saithe in 3a,4,6 come from trips where saithe was the dominant species. The remainder are taken in more mixed fishery and are mainly landed with haddock, anglerfish and megrim.</li> <li> The 2016 stock assessment of saithe is a benchmarked assessment based on the revised assessment protocol specified by the 2016 meeting of ICES WKNSEA to provide a solution to the uncertainty in the assessment and forecast due to the highly uncertain and fluctuating survey indices.</li></ul>"
pok.27.3a46,2017,"<ul><li> The assessment area comprises two TAC areas; the first TAC area covers Divisions 2.a, 3.a, and Sub-area 4, the second TAC area covers Division 5.b as well as Sub-areas 6, 12 and 14 (see Pie Plot of 2017 Quota Allocations).</li> <li> Ireland only has a quota for the latter TAC area and has not taken its full quota in recent years. The EU quota excludes the 510 t allocation for Norway reflected in the overall TAC. The EU-Norway agreement adds a Top-up of 4.1% to this TAC making the total value 10,404t.</li> <li> There is a long-term management plan for this stock based on the EU-Norway agreement. However, changes to the stock assessment and reference points in 2016 imply a need to re-evaluate the EU-Norway management strategy. Until such an evaluation is conducted, the ICES advice is based on the MSY approach.</li> <li> Trawl fisheries with cod ends &#8805 100 mm in 6 and 5.b. are subject to the landing obligation for saithe in 2018 (see Appendix VI).</li></ul>","<ul><li> One-third of Irish landings of saithe in 3.a, 4 and 6 come from trips where saithe was the dominant species. The remainder are taken in more mixed fishery and are mainly landed with haddock, anglerfish and megrim.</li></ul>"
pok.27.3a46,2018,"<ul><li>The assessment area includes two TAC areas; the first TAC area covers Divisions 2.a, 3.a, and Sub-area 4. The second TAC area covers Division 5.b and Sub-areas 6, 12 and 14 (Pie Plot of 2018 Quota Allocations for 5.b, 6, 12 and 14).</li> <li>Ireland only has a quota for the latter TAC area (5.b, 6, 12 and 14). The EU quota excludes the 640 t allocation for Norway reflected in the overall TAC. The EU-Norway agreement adds a top-up of 4.76% to this TAC making the total value 10,701t for 2018.</li> <li>There is a long-term management plan for this stock based on the EU-Norway agreement. However, changes to the stock assessment and reference points in 2016 imply a need to re-evaluate the EU-Norway management strategy. Until such an evaluation is conducted, the ICES advice is based on the MSY approach.</li> <li>From July 2018; saithe in Division 3.a and Sub-areas 4 and 6 are subject to the EU regulation 2018/973 which introduced a multi-annual plan for several demersal stocks. </li></ul>","<ul><li>Ireland has not taken its full quota in recent years and the preliminary landings figures for 2018 indicate that uptake for Irish vessels will be well below the quota.</li> <li>Advice for 2018 was 118,460 t, for 2019 the advice is 135,035 t; an increase of 16,575 t (+14%).</li></ul>"
pok.27.3a46,2019,"<ul><li> The assessment area includes two TAC areas; the first TAC area covers Divisions 2.a, 3.a, and Sub-area 4. The second TAC area covers Division 5.b and Sub-areas 6, 12 and 14.</li> <li> Ireland only has a quota for the latter TAC area (5.b, 6, 12 and 14). The EU quota excludes the 940 t allocation for Norway reflected in the overall TAC making the total value 9,713 t for 2019.</li> <li> In February 2019 ICES reissued North Sea, Rockall and West of Scotland, Skagerrak and Kattegat catch advice for 2019, and following consultations with Norway the TAC was revised and decreased by 2,980 t. </li></ul>","<ul><li> Ireland has not taken its full quota in recent years and the preliminary landings figures for 2019 indicate that uptake for Irish vessels will be well below the quota.</li> <li> The 2019 catch advice of 135,035 t issued in November 2018, was updated in February 2019 to 103,327 t. The advice for 2020 is 88,093 t; a decrease of 15,234 t from the updated 2019 advice (-14.7%), owing to a downward revision in stock size and low incoming recruitment.</li></ul>"
pok.27.7,2015,"<ul><li> The TAC covers Sub-areas VII, VIII, IX and X.</li> <li> Ireland holds the greatest TAC share (45%), followed by France (41%).</li> <li> The 2015 TAC was 3,176 t with an associated Irish quota of 1,491 t.</li> <li> The TAC is not restrictive on catch but Irish landings have increased to levels close to the Irish quota.</li> <li> Given the mixed nature of fisheries catching saithe, it is unrealistic to develop a management plan for this stock. Ireland, as the main participant in this fishery, has an opportunity to develop and implement a management strategy for mixed fisheries in this area.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
pok.27.7,2016,"<ul><li> The TAC covers Sub-areas 7, 8, 9 and 10.</li> <li> Ireland holds the greatest TAC share (45%), followed by France (41%).</li> <li> The TAC is not restrictive but Irish landings have increased to levels close to the Irish quota.</li> <li> Some fleets fishing this stock are under the EU landing obligation since 2016.</li> <li> The minimum conservation reference size is 35cm (which is the same as the historic minimum landing size).</li></ul>",<ul><li> One-third of Irish landings of saithe in Sub-area 7 come from trips where saithe was the dominant species. The remainder are taken in more mixed fishery and are mainly landed with hake and whiting.</li></ul>
pok.27.7,2017,"<ul><li> The Joint statement by the Fisheries Council and European Commission states it would be desirable if the TAC for this stock be maintained for 5 years (subject to scientific advice).</li> <li> The TAC covers Sub-areas 7, 8, 9 and 10.</li> <li> Landing obligation applies to trawls and seiners using > 100mm cod ends targeting saithe.</li></ul>",<ul><li> One-third of Irish landings of saithe in Sub-area 7 come from trips where saithe was the dominant species. The remainder are taken in more mixed fishery and are mainly landed with hake and whiting.</li></ul>
pok.27.7,2018,"<ul><li>The TACs for ""Ad Specific Data Limited Stocks"" included in the Joint statement by the Fisheries Council and European Commission in 2013 (Council document PECHE 13, 5232/14) will be maintained for a further 4 years (beyond 2018), subject to scientific advice unless the perception of the status of any of these stocks changes significantly during this period (<a href=""http://europa.eu/rapid/press-release_IP-15-6016_en.htm"" target=""_blank"".>http://europa.eu/rapid/press-release_IP-15-6016_en.htm</a>).</li> <li>The TAC covers Sub-areas 7, 8, 9 and 10 (Pie Plot of 2018 Quota Allocations).</li></ul>","<ul><li>Irish landings of saithe in Sub-area 7 are mainly taken by gillnets, however, in some years considerable by-catches of saithe are landed with hake, whiting and pollack by OTB fleets.</li> <li>Preliminary ICES landings figures for 2017, show the lowest Irish landings over the last five years. There is little discarding of Saithe in Irish fisheries. </li> <li>Preliminary landings figures for 2018 indicate that uptake for Irish vessels will be well below the quota.</li></ul>"
pok.27.7,2019,"<ul><li>The TACs for ""Ad Specific Data Limited Stocks"" included in the Joint statement by the Fisheries Council and European Commission in 2013 (Council document PECHE 13, 5232/14) will be maintained for a further 4 years (beyond 2018), subject to scientific advice unless the perception of the status of any of these stocks changes significantly during this period (<a href=""http://europa.eu/rapid/press-release_IP-15-6016_en.htm"" target=""_blank"".>http://europa.eu/rapid/press-release_IP-15-6016_en.htm</a>).</li> <li>The TAC covers Sub-areas 7, 8, 9 and 10 (Pie Plot of 2019 Quota Allocations).</li></ul>","<ul><li> Irish landings of saithe in Sub-area 7 are mainly taken by gillnets, however, in some years considerable by-catches of saithe are landed with hake, whiting and pollack by bottom trawler fleets.</li> <li> ICES landings figures for 2018 show the lowest Irish landings over the last five years. There is little discarding of saithe in Irish fisheries.</li> <li> Preliminary landings figures for 2019 indicate that uptake for Irish vessels will be well below the quota. </li></ul>"
pol.27.67,2015,"<ul><li> There are two TAC areas for which Ireland has quota.</li> <li> The ''Joint statement by the Council and the Commission'' states it would be desirable if the TAC for Pollack in VI; EU and international waters of Vb; international waters of XII and XIV of 397 t with an Irish quota of 56 t was maintained for 5 years (subject to scientific advice).</li> <li> The ''joint statement'' does not appear to extend to VII Pollack. The 2015 TAC for VII was 13,495 t with an associated Irish quota of 1,030 t. Quota uptake by Ireland has been high in recent years and is being actively managed to remain below the quota.</li> <li> There are no explicit management plans for this stock.</li> <li> FEAS advises that management objectives be established and that a management plan be developed and implemented for fisheries catching pollack.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
pol.27.67,2016,"<ul><li> The advice is biennial.</li> <li> There are two TAC areas that cover this stock. Ireland has quota for both.</li> <li> Quota uptake in the TAC area 5b, 6, 12 and 14 is low.</li> <li> The 2015 TAC for area 7 was 13,495 t with an associated Irish quota of 1,030 t. Quota uptake by Ireland has been high in recent years and is being actively managed to remain below the quota.</li> <li> The minimum conservation reference size is 30cm.</li></ul>",<ul><li> The current TACs are well above the recent average reported landings due to substantial low uptake of some countries.</li> <li> Commercial landings may not reflect true pollack catches since recreational fisheries may well be significant.</li></ul>
pol.27.67,2017,"<ul><li> There are two TAC areas that cover this stock. Ireland has quota for both.</li> <li> The current TACs are well above the recent average reported landings due to low uptake by some countries.</li> <li> Quota uptake in the TAC area 5.b, 6, 12 and 14 is low. The quota uptake in TAC area 7 is higher, of which 2% may be fished in Divisions 8.a,b,d,e.</li> <li> Quota uptake by Ireland in 7 has been high in recent years and is being actively managed to remain below the quota.</li> <li> Fisheries in 7.d and 7.e are subject to the landing obligation for pollack in 2018 (see Appendix VI).</li></ul>",<ul><li> The Marine Institute is currently engaged in a project aimed at improving the assessment of pollack and gaining more insight into biological aspects of the species.</li> <li> Commercial landings may not reflect true pollack catches since recreational fisheries are thought to be significant.</li></ul>
pol.27.67,2018,"<ul><li>There are two TAC areas that cover this stock. Ireland has quota for both. The first TAC area covers Divisions 5.b and Sub-area 6, 12 and 14. The second TAC area covers Sub-areas 7. 2% of this TAC may be fished in Divisions 8.a, b, d, e.</li> <li>The current TACs are well above the recent average reported landings due to low uptake by some countries. </li> <li>Quota uptake in the TAC area 5.b, 6, 12 and 14 is low. The quota uptake in TAC area 7 is substantially higher and uptake by Ireland has been high in recent years and is being actively managed to remain below the quota.</li> <li>In 2018 pollack in Sub-area 7 was subject to an EU request to provide F<sub>MSY</sub> ranges, however, methods for calculating proxy F<sub>MSY</sub> ranges for data limited stocks have not been developed by ICES.</li></ul>","<ul><li>Preliminary landings figures for 2018 indicate that uptake for Irish vessels will be well below the quota.</li> <li>Irish landings of pollack are mainly taken by gillnets, however, in some years considerable by-catches of pollack are landed with hake, whiting and saithe by OTB fleets.</li> <li>A precautionary buffer of -20% was applied to the advice for 2019 because of decreasing catches by France and UK in area 7. This has reduced the advice from 4,200 t in 2018 to 3,360 t in 2019 - a decrease of 840 t (-20%).</li> <li>The Marine Institute is currently engaged in a project aimed at improving the assessment of pollack and gaining more insight into biological aspects of the species.</li> <li>Commercial landings may not reflect true pollack catches since recreational fisheries are thought to be significant. Ireland propose to carry out a project in 2019 under the EMFF (DCMAP) to evaluate the catches from recreational fisheries.</li></ul>"
pol.27.67,2019,"<ul><li> There are two TAC areas that cover this stock. Ireland has quota for both. The first TAC area covers Divisions 5.b and Sub-areas 6, 12 and 14. The second TAC area covers Sub-area 7. Up to 2% of the latter TAC may be fished in Divisions 8.a, b, d and e.</li> <li> Low quota uptake by some countries mean that the current TACs are well above the reported landings. </li> <li> Quota uptake by Ireland in Sub-areas 5.b, 6, 12 and 14 is about 60%. The quota uptake by Ireland in Sub-area 7 is higher, with 80% of the quota utilised in 2018.</li></ul>","<ul><li> Preliminary landings figures for 2019 indicate that uptake for Irish vessels will be well below the Irish quota.</li> <li> Irish landings of pollack are mainly taken by gillnets, however, in some years considerable by-catches of pollack are landed with hake, whiting and saithe by OTB fleets.</li> <li> The Marine Institute is currently engaged in a project aimed at improving the assessment of pollack and gaining more insight into biological aspects of the species. This stock is scheduled to be benchmarked by ICES in 2021.</li> <li> Commercial landings may not reflect true pollack catches since recreational fisheries are thought to comprise a significant component of total catch. A recent study (Radford et al., 2018) estimated that recreational catches are approximately 3,500 t per year. </li> <li> Ireland are due to commence an EMFF (DCMAP) funded project aiming to evaluate recreational catches.</li></ul>"
sol.27.6,2015,"<ul><li> The TAC area covers Sub-areas VI, XII, XIV and Division Vb0.</li> <li> The TAC in 2015 was 57 t with an associated Irish quota of 46 t.</li> <li> There are no explicit management objectives or plans for this stock.</li> <li> The Emergency Measures (EC 43/2009) limits the mesh size of bottom trawls (TR1) in this area to >120 mm.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
sol.27.6,2016,"<ul><li> The TAC area covers Sub-areas 6, 12, 14 and Division 5.b.</li></ul>",<ul><li> The Emergency Measures (EC 43/2009) limits the mesh size of bottom trawls (TR1) in this area to >120 mm.</li></ul>
sol.27.6,2017,"<ul><li> The TAC area covers Sub-areas 6, 12, 14 and Division 5.b.</li> <li> Vessel targeting gadoids and <em>Nephrops</em> with trawls and seines will be subject to the EU landing obligation for sole from 2018 (see Appendix VI).</li></ul>",<ul><li> The Emergency Measures (EC 43/2009) limits the mesh size of bottom trawls (TR1) and seines targeting demersal fish in this area to >120 mm .</li></ul>
sol.27.6,2018,"<ul><li>The TAC area covers Sub-areas 6, 12, 14 and EU and international waters of Division 5.b. This TAC has been unchanged at 57 t since 2013.</li> <li>The TACs for data limited stocks included in the Joint statement by the Fisheries Council and European Commission (Council document PECHE 13, 5232/14) will be maintained for a further 4 years (beyond 2018), subject to scientific advice unless the perception of the status of any of these stocks changes significantly during this period (<a href=""http://europa.eu/rapid/press-release_IP-15-6016_en.htm"" target=""_blank"".>http://europa.eu/rapid/press-release_IP-15-6016_en.htm</a>).</li></ul>","<ul><li>The Emergency Measures (EC 43/2009) limits the mesh size of bottom trawls (TR1) and seines targeting demersal fish in the part of this area where sole are most likely to be caught, to >120 mm. This mesh size is too large to target sole. </li></ul>"
sol.27.6,2019,"<ul><li>The TAC area covers Sub-areas 6, 12, 14 and EU and international waters of Division 5.b. This TAC has been unchanged at 57 t since 2013.</li> <li>The TACs for data limited stocks included in the Joint statement by the Fisheries Council and European Commission (Council document PECHE 13, 5232/14) will be maintained for a further 4 years (beyond 2018), subject to scientific advice unless the perception of the status of any of these stocks changes significantly during this period (<a href=""http://europa.eu/rapid/press-release_IP-15-6016_en.htm"" target=""_blank"".>http://europa.eu/rapid/press-release_IP-15-6016_en.htm</a>).</li></ul>","<ul><li>The Emergency Measures (EC 43/2009) limits the mesh size of bottom trawls (TR1) and seines targeting demersal fish in the part of this area where sole are most likely to be caught, to >120 mm. This mesh size is too large to target sole. </li></ul>"
sol.27.7a,2015,<ul><li> The TAC area (Division VIIa) corresponds to the assessment area.</li> <li> The TAC in 2015 was 90t with an Irish quota of 38t.</li> <li> FEAS recommends that management objectives be established and that a management plan be developed and implemented for fisheries catching sole.</li> <li> Effort reductions as part of the Cod Long Term Management Plan (EC Reg.1342/2008) will also reduce catch and discarding of sole in this area.</li></ul>,<ul><li>There is no additional information for this stock</li></ul>
sol.27.7a,2016,<ul><li> The stock and management units are both ICES Division 7.a.</li></ul>,<ul><li> Irish landings of Irish Sea sole are mainly taken in mixed fisheries and are mainly landed with rays and to a lesser extent also anglerfish and <em>Nephrops</em>.</li></ul>
sol.27.7a,2017,"<ul><li> The stock and management units are both ICES Division 7.a.</li> <li> The Irish allocation of 17 t is exclusively for by-catch and no directed fisheries are permitted.</li> <li> In addition to the TAC, member states are allowed to allocate an extra 7 t for vessels carrying out a directed scientific fishery.</li></ul>",<ul><li> Irish landings of Irish Sea sole are mainly taken in mixed fisheries and are mainly landed with rays and to a lesser extent also anglerfish and <em>Nephrops</em>.</li></ul>
sol.27.7a,2018,<ul><li>The stock and management units are both ICES Division 7.a. </li> <li>The Irish allocation of 17 t was exclusively for by-catch and no directed fisheries were permitted in 2018. </li></ul>,"<ul><li>Previous catch advice for this stock has been 0 t as B<sub>lim</sub> could not be achieved in 2018, even with no fishing occurring.</li> <li>Because of higher recruitment in 2015 and 2016, SSB is increasing and is predicted to be above B<sub>lim</sub> and below MSY B<sub>trigger</sub> in 2019 and consequently a non-zero catch advice is given for 2019. </li> <li>This fishery was worth &#8364 180,000 in 2017. </li> <li>Discarding is low for this stock (2 t in 2017, about 6%). </li> <li>Irish landings of Irish Sea sole are mainly taken as a minor bycatch in mixed fisheries targeting rays and plaice in the St. George's Channel and to a lesser extent also in the <em>Nephrops</em> fishery. Most landings are from beam trawlers but an increasing proportion of landings are from the otter trawl fleets. </li></ul>"
sol.27.7a,2019,<ul><li> The stock and management units are both ICES Division 7.a. </li> <li> The TAC was set exclusively for bycatch and no directed fisheries were permitted in 2019. The Irish bycatch quota allocation was 74 t.</li> <li> The TAC for this stock has increased from 40 t in 2018 to 414 t in 2019. </li></ul>,"<ul><li> The catch advice for 2020 has increased compared to previous years due to an increase in stock size and high recruitment. </li> <li> This catch was worth &#8364 212,000 in 2018. </li> <li> Discarding is low for this stock (2 t in 2018, about 5%). </li> <li> Irish landings of Irish Sea sole are mainly taken as a minor bycatch in mixed fisheries targeting rays and plaice in the St. George's Channel and to a lesser extent also in the <em>Nephrops</em> fishery. Most landings are from beam trawlers but an increasing proportion of landings are from the otter trawl fleets. </li></ul>"
sol.27.7bc,2015,"<ul><li> The TAC covers Divisions VIIb and VIIc. The assessment area is the same as the TAC area.</li> <li> The 2015 TAC was 42 t with an associated Irish quota of 36 t.</li> <li> There are no explicit management objectives or plan for this stock.</li> <li> This stock is mainly caught within coastal mixed fisheries by Irish otter trawlers.</li> <li> The stock is managed by TAC and although recent landings have generally been below the TAC. If it is further reduced, the TAC is likely to become restrictive.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
sol.27.7bc,2016,"<ul><li> The stock and management units are both ICES Division 7.b and 7.c.</li> <li> The stock is managed by TAC and although recent landings have generally been below the TAC. If it is further reduced, the TAC is likely to become restrictive.</li></ul>","<ul><li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries and are mainly landed with anglerfish, megrim and <em>Nephrops</em>.</li></ul>"
sol.27.7bc,2017,"<ul><li> The stock and management units are both ICES Division 7.b and 7.c.</li> <li> The stock is managed by TAC although recent landings have been close to the TAC.</li> <li> Fisheries in 7.b,c are subject to the landing obligation for sole in 2018 (see Appendix VI). These fisheries are only applicable to beam trawls, trammel and gill nets and Irish landings are largely from the otter board trawl fleet.</li></ul>","<ul><li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries tending to be landed with anglerfish, megrim and <em>Nephrops</em>.</li></ul>"
