FishStock,Group,Year,Column,Value
pok.27.7,KeyPoints,2016,Landings Obligation applicable,"Yes, since 2016"
bss.27.4bc7ad-h,KeyPoints,2016,ICES Category,1
bss.27.4bc7ad-h,KeyPoints,2016,MSY ,None
bss.27.4bc7ad-h,KeyPoints,2016,Management Plan,No
bss.27.4bc7ad-h,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
bss.27.6a7bj,KeyPoints,2016,ICES Category,6.2
bss.27.6a7bj,KeyPoints,2016,MSY ,Not available
bss.27.6a7bj,KeyPoints,2016,Management Plan,No
bss.27.6a7bj,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjc.27.6,KeyPoints,2016,ICES Category,3 and 5
rjc.27.6,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjc.27.6,KeyPoints,2016,MSY Range,Not defined
rjc.27.6,KeyPoints,2016,Management Plan,No
rjc.27.6,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjc.27.7afg,KeyPoints,2016,ICES Category,3 and 5
rjc.27.7afg,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjc.27.7afg,KeyPoints,2016,MSY Range,Not defined
rjc.27.7afg,KeyPoints,2016,Management Plan,No
rjc.27.7afg,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rje.27.7fg,KeyPoints,2016,ICES Category,3 and 5
rje.27.7fg,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rje.27.7fg,KeyPoints,2016,MSY Range,Not defined
rje.27.7fg,KeyPoints,2016,Management Plan,No
rje.27.7fg,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjf.27.67,KeyPoints,2016,ICES Category,3 and 5
rjf.27.67,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjf.27.67,KeyPoints,2016,MSY Range,Not defined
rjf.27.67,KeyPoints,2016,Management Plan,No
rjf.27.67,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjh.27.7afg,KeyPoints,2016,ICES Category,3 and 5
rjh.27.7afg,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjh.27.7afg,KeyPoints,2016,MSY Range,Not defined
rjh.27.7afg,KeyPoints,2016,Management Plan,No
rjh.27.7afg,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjm.27.67bj,KeyPoints,2016,ICES Category,3 and 5
rjm.27.67bj,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjm.27.67bj,KeyPoints,2016,MSY Range,Not defined
rjm.27.67bj,KeyPoints,2016,Management Plan,No
rjm.27.67bj,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjm.27.7ae-h,KeyPoints,2016,ICES Category,3 and 5
rjm.27.7ae-h,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjm.27.7ae-h,KeyPoints,2016,MSY Range,Not defined
rjm.27.7ae-h,KeyPoints,2016,Management Plan,No
rjm.27.7ae-h,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
rjn.27.67,KeyPoints,2016,ICES Category,3 and 5
rjn.27.67,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",Not defined
rjn.27.67,KeyPoints,2016,MSY Range,Not defined
rjn.27.67,KeyPoints,2016,Management Plan,No
rjn.27.67,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
sol.27.7fg,KeyPoints,2016,ICES Category,1
sol.27.7fg,KeyPoints,2016,MSY ,0.27 (806t)
sol.27.7fg,KeyPoints,2016,MSY Range,0.15 - 0.42  (451t -  1135t)
sol.27.7fg,KeyPoints,2016,Management Plan,No
sol.27.7fg,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
sol.27.7h-k,KeyPoints,2016,ICES Category,3
sol.27.7h-k,KeyPoints,2016,MSY ,Not Available
sol.27.7h-k,KeyPoints,2016,Management Plan,No
sol.27.7h-k,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
sol.27.7bc,KeyPoints,2016,ICES Category,6
sol.27.7bc,KeyPoints,2016,MSY ,Not Available
sol.27.7bc,KeyPoints,2016,Management Plan,No
sol.27.7bc,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
sol.27.6,KeyPoints,2016,ICES Category,Not Available
sol.27.6,KeyPoints,2016,MSY ,Not Available
sol.27.6,KeyPoints,2016,MSY Range,Not Available
sol.27.6,KeyPoints,2016,Management Plan,No
sol.27.6,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
sol.27.7a,KeyPoints,2016,ICES Category,1
sol.27.7a,KeyPoints,2016,MSY ,0.20 (320t)
sol.27.7a,KeyPoints,2016,MSY Range,0.16 - 0.24  (259t -  377t)
sol.27.7a,KeyPoints,2016,Management Plan,No
sol.27.7a,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
spr.27.67a-cf-k,KeyPoints,2016,ICES Category,5
spr.27.67a-cf-k,KeyPoints,2016,MSY ,Not Available
spr.27.67a-cf-k,KeyPoints,2016,Management Plan,Not Available
spr.27.67a-cf-k,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
dgs.27.nea,KeyPoints,2016,ICES Category,1
dgs.27.nea,KeyPoints,2016,FMSY ,0.03
dgs.27.nea,KeyPoints,2016,MSY Range,Not available 
dgs.27.nea,KeyPoints,2016,Management Plan,No
dgs.27.nea,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
whg.27.7b-ce-k,KeyPoints,2016,ICES Category,1
whg.27.7b-ce-k,KeyPoints,2016,MSY ,"0.52 (25,125 t )"
whg.27.7b-ce-k,KeyPoints,2016,MSY Range,"0.32 - 0.67 (16,995 t -  30,261 t )"
whg.27.7b-ce-k,KeyPoints,2016,Management Plan,No
whg.27.7b-ce-k,KeyPoints,2016,Landings Obligation applicable?,Yes
whg.27.7a,KeyPoints,2016,ICES Category,3
whg.27.7a,KeyPoints,2016,MSY ,Not available
whg.27.7a,KeyPoints,2016,Management Plan,No
whg.27.7a,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
whg.27.6b,KeyPoints,2016,ICES Category,6
whg.27.6b,KeyPoints,2016,MSY ,Not Available
whg.27.6b,KeyPoints,2016,MSY Range,Not Available
whg.27.6b,KeyPoints,2016,Management Plan,No
whg.27.6b,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
whg.27.6a,KeyPoints,2016,ICES Category,1
whg.27.6a,KeyPoints,2016,MSY ,0.18
whg.27.6a,KeyPoints,2016,MSY Range,0.16 - 0.18 
whg.27.6a,KeyPoints,2016,Management Plan,No
whg.27.6a,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
nep.fu.11,KeyPoints,2016,ICES Category,1
nep.fu.11,KeyPoints,2016,F MSY (Landings 2017),10.8 (3610t)
nep.fu.11,KeyPoints,2016,F MSY  Range,8.4 - 10.8
nep.fu.11,KeyPoints,2016,Landings Obligation applicable,Yes
nep.fu.11,KeyPoints,2016,MSY Btrigger,Yes
nep.fu.12,KeyPoints,2016,ICES Category,1
nep.fu.12,KeyPoints,2016,F MSY (Landings 2017),11.7 (6196t)
nep.fu.12,KeyPoints,2016,F MSY  Range,9.3 - 11.7
nep.fu.12,KeyPoints,2016,Landings Obligation applicable,Yes
nep.fu.12,KeyPoints,2016,MSY Btrigger,Yes
nep.fu.13,KeyPoints,2016,,Firth of Clyde
nep.fu.13,KeyPoints,2016,ICES Category,1
nep.fu.13,KeyPoints,2016,F MSY (Landings 2017),15.1 (5276t)
nep.fu.13,KeyPoints,2016,F MSY  Range,9.9 - 15.1
nep.fu.13,KeyPoints,2016,Landings Obligation applicable,Yes
nep.fu.13,KeyPoints,2016,MSY Btrigger,Yes
nep.fu.13,KeyPoints,2016,,Sound of Jura
nep.fu.13,KeyPoints,2016,ICES Category,1
nep.fu.13,KeyPoints,2016,F MSY (Landings 2017),12.0 (909t)
nep.fu.13,KeyPoints,2016,F MSY  Range,9.4 - 12.0
nep.fu.13,KeyPoints,2016,Landings Obligation applicable,Yes
nep.fu.13,KeyPoints,2016,MSY Btrigger,Yes
nep.fu.14,KeyPoints,2016,ICES Category,1
nep.fu.14,KeyPoints,2016,F MSY (Landings 2017),11.0 (941t)
nep.fu.14,KeyPoints,2016,F MSY  Range,9.1 - 11.0  (778t - 941t)
nep.fu.14,KeyPoints,2016,Landings Obligation applicable,Yes
nep.fu.14,KeyPoints,2016,MSY Btrigger,Yes
nep.fu.15,KeyPoints,2016,ICES Category,1
nep.fu.15,KeyPoints,2016,F MSY (Landings 2017),"18.2 (9,376t)"
nep.fu.15,KeyPoints,2016,F MSY  Range (Landings 2017),"12.4 - 18.2  (6,390t - 9,376t)"
nep.fu.15,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.fu.15,KeyPoints,2016,MSY Btrigger,Yes 
nep.fu.16,KeyPoints,2016,ICES Category,1
nep.fu.16,KeyPoints,2016,F MSY (Landings 2017),"6.2 (3,100t)"
nep.fu.16,KeyPoints,2016,F MSY  Range (Landings 2017),"5.0 - 6.2 (2,500t - 3,100t)"
nep.fu.16,KeyPoints,2016,Landings Obligation applicable?,No
nep.fu.16,KeyPoints,2016,MSY Btrigger,No
nep.fu.17,KeyPoints,2016,ICES Category,1
nep.fu.17,KeyPoints,2016,MSY Approach (Landings 2017),6.0 (456t)
nep.fu.17,KeyPoints,2016,F MSY  Range (Landings 2017),7.4 - 8.5 (565t - 629t)
nep.fu.17,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.fu.17,KeyPoints,2016,MSY Btrigger,Yes 
nep.27.7outfu,KeyPoints,2016,ICES Category,5
nep.27.7outfu,KeyPoints,2016,F MSY ,No
nep.27.7outfu,KeyPoints,2016,F MSY  Range ,No
nep.27.7outfu,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.27.7outfu,KeyPoints,2016,MSY Btrigger,No
nep.fu.19,KeyPoints,2016,ICES Category,1
nep.fu.19,KeyPoints,2016,F MSY (Landings 2017),8.6 (599t)
nep.fu.19,KeyPoints,2016,F MSY  Range (Landings 2017),8.3 - 9.3 (576t - 646t)
nep.fu.19,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.fu.19,KeyPoints,2016,MSY Btrigger,Yes 
nep.fu.22,KeyPoints,2016,ICES Category,1
nep.fu.22,KeyPoints,2016,F MSY (Landings 2017),"11.2 (1,807t)"
nep.fu.22,KeyPoints,2016,F MSY  Range (Landings 2017),"10.2 - 12.8 (1,646t - 2,065t)"
nep.fu.22,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.fu.22,KeyPoints,2016,MSY Btrigger,Yes 
nep.fu.2021,KeyPoints,2016,ICES Category,1
nep.fu.2021,KeyPoints,2016,F MSY (Landings 2017),"6.0 (2,727t)"
nep.fu.2021,KeyPoints,2016,F MSY  Range (Landings 2017),No
nep.fu.2021,KeyPoints,2016,Landings Obligation applicable?,Yes
nep.fu.2021,KeyPoints,2016,MSY Btrigger,No
nep.fu.11,KeyPoints,2017,ICES Category,1
nep.fu.11,KeyPoints,2017,MSY,"HR=10.8, Catch=2,819t"
nep.fu.11,KeyPoints,2017,MSY Lower,"HR=8.4,  Catch=2,193t"
nep.fu.11,KeyPoints,2017,MSY Upper,"HR=10.8, Catch=2,819t"
nep.fu.11,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.11,KeyPoints,2017,MSY Btrigger (million individuals),540
nep.fu.12,KeyPoints,2017,ICES Category,1
nep.fu.12,KeyPoints,2017,MSY,"HR=11.7, Catch=4,112t"
nep.fu.12,KeyPoints,2017,MSY Lower,"HR=9.3,  Catch=3,269t"
nep.fu.12,KeyPoints,2017,MSY Upper,"HR=11.7, Catch=4,112t"
nep.fu.12,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.12,KeyPoints,2017,MSY Btrigger (million individuals),1020
nep.fu.13,KeyPoints,2017,,Firth of Clyde
nep.fu.13,KeyPoints,2017,ICES Category,1
nep.fu.13,KeyPoints,2017,MSY,"HR=15.1, Catch=4,484t"
nep.fu.13,KeyPoints,2017,MSY Lower,"HR=9.9,  Catch=2,940t"
nep.fu.13,KeyPoints,2017,MSY Upper,"HR=15.1, Catch=4,484t"
nep.fu.13,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.13,KeyPoints,2017,MSY Btrigger (million individuals),580
nep.fu.13,KeyPoints,2017,,Sound of Jura 
nep.fu.13,KeyPoints,2017,ICES Category,1
nep.fu.13,KeyPoints,2017,MSY,"HR=12.0, Catch=695t"
nep.fu.13,KeyPoints,2017,MSY Lower,"HR=9.4,   Catch=545t"
nep.fu.13,KeyPoints,2017,MSY Upper,"HR=12.0, Catch=695t"
nep.fu.13,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.13,KeyPoints,2017,MSY Btrigger (million individuals),160
nep.fu.14,KeyPoints,2017,ICES Category,1
nep.fu.14,KeyPoints,2017,MSY ,"HR=11.0, Catch=1,281t"
nep.fu.14,KeyPoints,2017,  MSY Lower,"HR=9.1,  Catch=1,060t "
nep.fu.14,KeyPoints,2017,  MSY Upper,"HR=11.0, Catch=1,281t"
nep.fu.14,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.14,KeyPoints,2017,MSY Btrigger (million individuals),350
nep.fu.15,KeyPoints,2017,ICES Category,1
nep.fu.15,KeyPoints,2017,MSY ,"HR=18.2, Catch=11,807t"
nep.fu.15,KeyPoints,2017,  MSY Lower,"HR=12.4, Catch=8,045t "
nep.fu.15,KeyPoints,2017,  MSY Upper,"HR=18.2, Catch=11,807t"
nep.fu.15,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.15,KeyPoints,2017,MSY Btrigger (individuals),3 billion 
nep.fu.16,KeyPoints,2017,ICES Category,1
nep.fu.16,KeyPoints,2017,MSY ,"HR=6.2, Catch=2,734t"
nep.fu.16,KeyPoints,2017,  MSY Lower,"HR=5.0, Catch=2,206t "
nep.fu.16,KeyPoints,2017,  MSY Upper,"HR=6.2, Catch=2,734t"
nep.fu.16,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.16,KeyPoints,2017,MSY Btrigger,Not defined
nep.fu.17,KeyPoints,2017,ICES Category,1
nep.fu.17,KeyPoints,2017,MSY ,"HR=8.5, Catch=737t"
nep.fu.17,KeyPoints,2017,  MSY Lower,"HR=7.4, Catch=641t "
nep.fu.17,KeyPoints,2017,  MSY Upper,"HR=8.5, Catch=737t"
nep.fu.17,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.17,KeyPoints,2017,MSY Btrigger (million individuals),540
nep.27.7outfu,KeyPoints,2017,ICES Category,5
nep.27.7outfu,KeyPoints,2017,MSY ,Not available
nep.27.7outfu,KeyPoints,2017,  MSY Lower,Not available
nep.27.7outfu,KeyPoints,2017,  MSY Upper,Not available
nep.27.7outfu,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.27.7outfu,KeyPoints,2017,MSY Btrigger,Not defined
nep.fu.19,KeyPoints,2017,ICES Category,1
nep.fu.19,KeyPoints,2017,MSY ,"HR=9.3, Catch=1,192t"
nep.fu.19,KeyPoints,2017,  MSY Lower,"HR=8.3, Catch=1,065t "
nep.fu.19,KeyPoints,2017,  MSY Upper,"HR=9.3, Catch=1,192t"
nep.fu.19,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.19,KeyPoints,2017,MSY Btrigger (million individuals),430
nep.fu.22,KeyPoints,2017,ICES Category,1
nep.fu.22,KeyPoints,2017,MSY ,"HR=12.8, Catch=4,322t"
nep.fu.22,KeyPoints,2017,  MSY Lower,"HR=10.2, Catch=3,441t "
nep.fu.22,KeyPoints,2017,  MSY Upper,"HR=12.8, Catch=4,322t"
nep.fu.22,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.22,KeyPoints,2017,MSY Btrigger (million individuals),1600
nep.fu.2021,KeyPoints,2017,ICES Category,1
nep.fu.2021,KeyPoints,2017,MSY ,"HR=6.0, Catch=8,673t"
nep.fu.2021,KeyPoints,2017,  MSY Lower,"HR=5.1, Catch=7,366t"
nep.fu.2021,KeyPoints,2017,  MSY Upper,"HR=6.0, Catch=8,673t"
nep.fu.2021,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
nep.fu.2021,KeyPoints,2017,MSY Btrigger,Not defined
bss.27.4bc7ad-h,KeyPoints,2017,ICES Category,1
bss.27.4bc7ad-h,KeyPoints,2017,MSY ,None
bss.27.4bc7ad-h,KeyPoints,2017,Management Plan,No
bss.27.4bc7ad-h,KeyPoints,2017,Landing Obligation applicable in 2018,No
bss.27.6a7bj,KeyPoints,2017,ICES Category,6.2
bss.27.6a7bj,KeyPoints,2017,MSY ,Not available
bss.27.6a7bj,KeyPoints,2017,Management Plan,No
bss.27.6a7bj,KeyPoints,2017,Landing Obligation applicable ,No
ALB-N,KeyPoints,2017,MSY ,"B = 407,567 t, F = 0.097, Landings = 37,082 t"
ALB-N,KeyPoints,2017,MSY Range Lower,"B = 366,309 t, F = 0.079, Landings = 35,396 t"
ALB-N,KeyPoints,2017,MSY Range Upper,"B = 463,685 t, F = 0.109, Landings = 42,364 t"
ALB-N,KeyPoints,2017,Management Plan,Yes
ALB-N,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
ple.27.6,KeyPoints,2017,ICES Category,Not available
ple.27.6,KeyPoints,2017,MSY,Not available
ple.27.6,KeyPoints,2017,MSY Range,Not available
ple.27.6,KeyPoints,2017,Management Plan,No
ple.27.6,KeyPoints,2017,Landing Obligation applicable in 2018,Yes
anf.27.3a46,KeyPoints,2016,ICES Category,3
anf.27.3a46,KeyPoints,2016,"MSY proxy (WKProxy, 2015)",No proxy identified
anf.27.3a46,KeyPoints,2016,Management Plan,No
anf.27.3a46,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
pil.27.7,KeyPoints,2016,ICES Category,3.2
pil.27.7,KeyPoints,2016,MSY ,Not Available
pil.27.7,KeyPoints,2016,Management Plan,No
pil.27.7,KeyPoints,2016,Landings Obligation applicable?,Not in 2017
SWO-N,KeyPoints,2016,SSB,"65,060 t (54,450-76,700)"
SWO-N,KeyPoints,2016,MSY ,"13,660 t (13,250-14,080)"
SWO-N,KeyPoints,2016,FMSY, 0.21 (0.17-0.26)
SWO-N,KeyPoints,2016,Management Plan,Yes
SWO-N,KeyPoints,2016,Landings Obligation applicable?,Yes
pil.27.7,KeyPoints,2017,ICES Category,5
pil.27.7,KeyPoints,2017,MSY ,Not Available
pil.27.7,KeyPoints,2017,Management Plan,No
pil.27.7,KeyPoints,2017,Landing Obligation applicable in 2018,No
SWO-N,KeyPoints,2017,MSY,"B=82,640 t,  F=0.17 ,  Catch=13,059 t "
SWO-N,KeyPoints,2017,MSY Range lower,"B=51.580 t,  F=0.10 ,  Catch=11,840 t"
SWO-N,KeyPoints,2017,MSY Range upper,"B=132,010 t,  F=0.27,  Catch=14,970 t"
SWO-N,KeyPoints,2017,Management Plan,Yes
SWO-N,KeyPoints,2017,Landing Obligation applicable in 2018,No
ALB-N,KeyPoints,2018,ICCAT advice basis,"HCR (from MSE framework)  Catch = 33,600 t"
ALB-N,KeyPoints,2018,MSY values,"F = 0.097, Catch = 37,082 t"
ALB-N,KeyPoints,2018,   MSY lower,"F = 0.079,  Catch = 35,396 t"
ALB-N,KeyPoints,2018,   MSY upper,"F = 0.109,  Catch  = 42,364 t"
ALB-N,KeyPoints,2018,Management Plan,"Yes, adopted 2017"
ALB-N,KeyPoints,2018,Landing Obligation ,Since 2015. 5% De mnimis exemption for pelagic trawlers in 7 in 2019
BFT-E,KeyPoints,2018,ICCAT advice basis,"Rebuilding plan Catch = 32,240 t"
BFT-E,KeyPoints,2018,ICCAT MSY proxies,"F0.1 = 0.107, Catch = 41,205 t"
BFT-E,KeyPoints,2018,   MSY proxies lower,"F0.1 = 0.103, Catch = 31,190 t"
BFT-E,KeyPoints,2018,   MSY proxies upper,"F0.1 = 0.120, Catch = 57,770 t"
BFT-E,KeyPoints,2018,Management Plan,Recovery plan (Rec 13-07)
BFT-E,KeyPoints,2018,Landing Obligation ,Since 2015. No gear specific derogation or exemptions
ank.27.78ab,KeyPoints,2018,ICES Assessment Category,3 (Survey-based Assessment)
ank.27.78ab,KeyPoints,2018,ICES PA approach,"Catch = 10,799 t"
ank.27.78ab,KeyPoints,2018,ICES MSY approach,Not applicable
ank.27.78ab,KeyPoints,2018,   MSY lower,Not defined
ank.27.78ab,KeyPoints,2018,   MSY upper,Not defined
ank.27.78ab,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
ank.27.78ab,KeyPoints,2018,Landing Obligation ,From 2019. No gear specific derogations or exemptions      
mon.27.78ab,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
mon.27.78ab,KeyPoints,2018,ICES PA approach,Not applicable
mon.27.78ab,KeyPoints,2018,ICES MSY approach,"F=0.28; Catch=31,042 t"
mon.27.78ab,KeyPoints,2018,   MSY lower,"F=0.181; Catch=21,008 t"
mon.27.78ab,KeyPoints,2018,   MSY upper,"F=0.39;  Catch = 41,138 t"
mon.27.78ab,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
mon.27.78ab,KeyPoints,2018,Landing Obligation ,From 2019. No gear specific derogations or exemptions      
anf.27.3a46,KeyPoints,2018,ICES Assessment Category,3 (Survey-based assessment)
anf.27.3a46,KeyPoints,2018,ICES Advice basis (PA approach) ,"Catch advice for 2018 plus 20% = 31,690 t"
anf.27.3a46,KeyPoints,2018,MSY proxy,Not available 
anf.27.3a46,KeyPoints,2018,Management Plan*,Yes (Target stock in NSMAP)
anf.27.3a46,KeyPoints,2018,Landing Obligation ,From 2019. No gear-specific derogations or exemptions  
boc.27.6-8,KeyPoints,2018,ICES Assessment Category,3 (Survey Based Assessment)
boc.27.6-8,KeyPoints,2018,ICES advice basis (PA approach),"Catch advice for 2017 less 20% = 21,830 t"
boc.27.6-8,KeyPoints,2018,ICES MSY approach,Not applicable
boc.27.6-8,KeyPoints,2018,   MSY lower,Not defined
boc.27.6-8,KeyPoints,2018,   MSY upper,Not defined
boc.27.6-8,KeyPoints,2018,Management Plan,No 
boc.27.6-8,KeyPoints,2018,Landing Obligation ,Since 2015. No gear specific derogation or exemptions
cod.27.7e-k,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment) 
cod.27.7e-k,KeyPoints,2018,ICES Advice basis (MSY approach*),F=0.00; Total catch=0 t
cod.27.7e-k,KeyPoints,2018,FMSY ,"F=0.35; Total catch=1,531 t"
cod.27.7e-k,KeyPoints,2018,  FMSY Range Lower,"F=0.23; Total catch=1,059 t"
cod.27.7e-k,KeyPoints,2018,  FMSY Range Upper**,Not Appropriate
cod.27.7e-k,KeyPoints,2018,Management Plan***,No (target stock in the proposed WWMAP)
cod.27.7e-k,KeyPoints,2018,Landing Obligation,From 2019. De minimis up to 7%****
cod.27.1-2,KeyPoints,2018,ICES assessment Category,1(Quantitative assessment)
cod.27.1-2,KeyPoints,2018,ICES advice basis (Management plan),"F=0.46, Catch=674,648 t "
cod.27.1-2,KeyPoints,2018,FMSY ,"F=0.40, Catch=605,331 t "
cod.27.1-2,KeyPoints,2018,   FMSY Range Lower,Not available
cod.27.1-2,KeyPoints,2018,   FMSY Range Upper,Not available
cod.27.1-2,KeyPoints,2018,Management Plan,Yes*
cod.27.1-2,KeyPoints,2018,Landing Obligation,From 2019. No derogation or exemptions
cod.27.6a,KeyPoints,2018,ICES Category,1 (Quantitative Assessment)
cod.27.6a,KeyPoints,2018,ICES MSY approach,F=0.00; Catch=0 t
cod.27.6a,KeyPoints,2018,FMSY,F=0.17; Catch=498 t
cod.27.6a,KeyPoints,2018,  FMSY Range Lower,F=0.108; Catch=325 t 
cod.27.6a,KeyPoints,2018,  FMSY Range Upper,F=0.254; Catch=719 t
cod.27.6a,KeyPoints,2018,Management Plan,Yes*
cod.27.6a,KeyPoints,2018,Landing Obligation ,From 2019. No gear specific derogations or exemptions
cod.27.6b,KeyPoints,2018,ICES  Assessment Category,6 (Bycatch only)
cod.27.6b,KeyPoints,2018,ICES Advice Basis: (PA Approach),Catch 2017 less 20% PA buffer = 14 t
cod.27.6b,KeyPoints,2018,FMSY,Not available
cod.27.6b,KeyPoints,2018,FMSY Range Lower*,Not available
cod.27.6b,KeyPoints,2018,FMSY Range Upper*,Not available
cod.27.6b,KeyPoints,2018,Management Plan**,No (Considered bycatch in WWMAP )
cod.27.6b,KeyPoints,2018,Landing Obligation ,From 2019. No derogation or exemptions
cod.27.7a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
cod.27.7a,KeyPoints,2018,ICES Advice basis (MSY approach)*,"F=0.41, Catch=807 t"
cod.27.7a,KeyPoints,2018,FMSY,"F=0.44, Catch=866 t"
cod.27.7a,KeyPoints,2018,  FMSY Range Lower,"F=0.33, Catch=677 t "
cod.27.7a,KeyPoints,2018,  FMSY Range Upper**,Not appropriate
cod.27.7a,KeyPoints,2018,Management Plan,No (target stock in the proposed WWMAP)
cod.27.7a,KeyPoints,2018,Landing Obligation ,From 2019.No gear specific derogation or exemptions
whb.27.1-91214,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
whb.27.1-91214,KeyPoints,2018,ICES Advice Basis (Long term management plan),"F=0.32 (FMSY); Catch=1,143,629 t"
whb.27.1-91214,KeyPoints,2018,MSY Range,Not available
whb.27.1-91214,KeyPoints,2018,Management plan,"Yes (ICES advice, 2018)"
whb.27.1-91214,KeyPoints,2018,Landing Obligation ,Since 2015. Fleet specific de minimis  exemption*
whg.27.7a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment) 
whg.27.7a,KeyPoints,2018,ICES Advice basis (MSY approach*),F = 0.00; Catch = 0 t
whg.27.7a,KeyPoints,2018,FMSY,F = 0.22; Catch = 569 t
whg.27.7a,KeyPoints,2018,FMSY Range Lower**,Not Appropriate
whg.27.7a,KeyPoints,2018,FMSY Range Upper**,Not Appropriate
whg.27.7a,KeyPoints,2018,Management Plan,No (considered as bycatch in proposed WWMAP)
whg.27.7a,KeyPoints,2018,Landing Obligation,From 2019. De minimis exemption up to 6%
whg.27.6a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
whg.27.6a,KeyPoints,2018,ICES Advice Basis (PA Approach)*,F=0.00; Catch=0 t
whg.27.6a,KeyPoints,2018,FMSY ,"F=0.18; Catch=3,730 t"
whg.27.6a,KeyPoints,2018,FMSY Range Lower**,Not Appropriate 
whg.27.6a,KeyPoints,2018,FMSY Range Upper**,Not Appropriate
whg.27.6a,KeyPoints,2018,Management Plan,No (considered as bycatch in proposed WWMAP)
whg.27.6a,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogations or exemptions
whg.27.6b,KeyPoints,2018,ICES Assessment,6 (Bycatch only)
whg.27.6b,KeyPoints,2018,Category,
whg.27.6b,KeyPoints,2018,ICES Advice Basis (PA Approach),Recent advised catches minus 20%
whg.27.6b,KeyPoints,2018,FPA ,Not Available
whg.27.6b,KeyPoints,2018,Management Plan,No (Considered bycatch in proposed WWMAP)
whg.27.6b,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogations or exemptions
whg.27.7b-ce-k,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
whg.27.7b-ce-k,KeyPoints,2018,ICES advice basis (MSY Approach),"F=0.52; Catch=15,841 t"
whg.27.7b-ce-k,KeyPoints,2018,FMSY,"F=0.52; Catch=15,841 t"
whg.27.7b-ce-k,KeyPoints,2018,   FMSY Range Lower,"F=0.32; Catch=10,468 t "
whg.27.7b-ce-k,KeyPoints,2018,   FMSY Range Upper,"F=0.67; Catch=19,395 t"
whg.27.7b-ce-k,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
