FishStock,Year,Management,Additional
mac.27.nea,2017,"<li> There is currently no agreed long-term management strategy
involving all fishing nations for this stock.</li>
<li> Historically, the TAC has been divided into a North Sea TAC
(EU and Norway), a Western TAC (EU, Norway and Faroes),
a Southern TAC (EU) and a NEAFC TAC (Coastal States and
Russia). However, there has been no TAC agreement involving
all fishing parties in recent years. For 2017, an agreement between
the EU, Norway and Faroes allocated 84.4% of the advised catch
to the contracting parties. The remaining parties declared
unilateral quotas (Iceland 168 kt, Russia 124 kt and Greenland
38 kt) such that the total expected catch for 2017 is approximately
1179 kt, significantly above the scientific advice.</li>
<li> The Irish 2017 quota of 86,426 t is derived from the Western TAC.
Up to 52,161 t of this may be fished in EU waters of 2.a and
Norwegian waters of 4.a during the periods 1st Jan to 15th Feb and 1st Oct to 31st Dec 2017, up to 7,028 t in
Norwegian waters of 2.a and up to 7,192 t in Faroese waters.</li>
<li> A long term management strategy was evaluated in 2017 and a number of target fishing mortality and biomass
trigger point combinations consistent with the precautionary approach were identified.</li>
<li> The Cornwall box is closed to directed trawling and measures to protect the North Sea spawning component
remain in place.</li>
<li> The landing obligation has applied to mackerel directed fisheries in 3.a, 4, 5.b, 6 and 7 since 2015.</li>","<li> The 2017 advice has been revised from 944,302 t to 857,185 t.</li>
<li> Total catches in recent years have substantially exceeded the advised catch and fishing mortality is currently
above F<sub>MSY</sub>. A succession of above average year classes contributed to keeping SSB above MSY B<sub>trigger</sub> since
2008.</li>
<li> The assessment was benchmarked in 2017 and additional survey information was included. The perception of
the stock has changed with a downward revision of SSB in recent years.</li>
<li> The assessment presently shows high uncertainty and increased likelihood of substantial annual revision.</li>"
meg.27.7b-k8abd,2015,"<li> There are two TAC areas covering the assessment area for this
stock; Sub-area VII and Divisions VIIIa,b,d,e. The assessment area
for this stock is Sub-area VII and Divisions VIIIa,b,d,e. Landings of
megrim from Division VIIa are not considered in the assessment
and advice. However, recent official data suggests landings are
minor (<10 t).</li>
<li> The TAC is also set for two species, Lepidorhombus whiffiagonis
and L. boscii, combined. L. boscii accounts for around 5% of the
landings.</li>
<li> FEAS advises that a management plan be developed and
implemented for fisheries taking megrim.</li>
<li> The minimum landing size of Lepidorhombus spp. was reduced from 25 to 20 cm in 2000, to match
selection pattern of the gear. However high-grading continues for market reasons.</li>
<li> The 2015 VII TAC was set at 17,385 t with an Irish quota of 2,878 t.</li>
<li> FEAS note that France and Spain, who have the largest quota, have not landed their allocated quota since
2003 (see Figure 1 on the following page).</li>
<li> This stock was benchmarked in 2012 but the assessment was accepted as trends only.</li>",There is no additional information for this stock
meg.27.7b-k8abd,2016,"<li> The TAC is set for the combined species Lepidorhombus whiffiagonis
and L. boscii.</li>
<li> There are two TAC areas covering the assessment area. Ireland only
has quota for the TAC in area 7 but can take up to 5% of this quota in
8.a-b,d-e for by-catches in directed fisheries for sole.</li>
<li> Over two thirds of the landings in TAC area 7 are taken in Irish
waters; however Ireland only has a 13% TAC share.</li>
<li> France and Spain, who have 69% of the quota, have only landed
around half of their allocated quota in recent years (see Figure 1 on the next page).</li>
<li> Some fleets fishing this stock will be under the EU landing obligation from 2017.</li>
<li> The minimum conservation reference size is 20cm (which is the same as the historic minimum landing size).</li>","<li> A quarter of the Irish landings of megrim in 7 and 8 come from trips where megrim was the dominant species.
The remainder are taken in a more mixed fishery and are mainly landed with anglerfish.</li>
<li> This is the first time since 2006 that ICES has provided advice based on an analytical assessment of this stock.
Previously, the advice was based on a category 3 assessment.</li>
<li> The stock is increasing and the biomass is well above MSY B<sub>TRIGGER</sub> but the stock is fished slightly above F<sub>MSY</sub>,
therefore ICES advises on a reduction in catches.</li>"
meg.27.7b-k8abd,2017,"<li> The TAC covers Lepidorhombus species. There are two species in
this area L,whiffiagonis and L. boscii. The assessment is carried out
for L,whiffiagonis only. Lepidorhombus boscii normally constitutes
less than 5% of total landings.</li>
<li> There are two TAC areas covering the assessment area. Ireland
only has quota for the TAC in area 7. There is some inter-area
flexibility as 5 % of the area 7 quotas may be fished in 8.abde.</li>
<li> Over two thirds of the landings in TAC area 7 are taken in Irish
waters; however Ireland only has a 13% TAC share.</li>
<li> France and Spain, who have 69% of the quota, have only landed around
half of their allocated quota in recent years. At the same time, the
quota for the other countries appears to be restrictive (see Figure 1 on
the next page).</li>","<li> A quarter of the Irish landings of megrim in 7 and 8 come from trips where megrim was the dominant species.
The remainder are taken in a more mixed fishery and are mainly landed with anglerfish.</li>
<li> The stock is increasing and the biomass is well above MSY B<sub>trigger</sub> but the stock is fished slightly above F<sub>MSY</sub>. The
ICES advice is for F=F<sub>MSY</sub> therefore the advice is for a reduction in catches compared to last year's advice.</li>"
mon.27.78ab,2015,"<li> There are two separate TACs set for anglerfish in this area;
one for Sub-area VII and a second for TAC for Divisions
VIIIabde. The TAC area does not correspond to the
assessment area (Divisions VIIb-k and VIIIa,b). An additional
allocation needs to be made for Division VIIa.</li>
<li> Two species; white bellied (L piscatorious) and black bellied
(L. budegassa) are caught in this assessment area. These
species are not routinely separated by the industry.
Therefore a combined TAC is set for both species.</li>
<li> The 2015 TAC for Sub-area VII was 33,516 t with an
associated Irish quota of 2,540 t. Ireland has no quota in TAC area Divisions VIIIabde.</li>
<li> Most countries had a high level of quota uptake in 2014, except France.</li>
<li> There are no explicit management objectives or plans for this stock.</li>
<li> There is no minimum legal landing size for anglerfish. However, EC Reg. No 2406/96 dealing with common
marketing standards fixes a minimum weight of 500 g for anglerfish.</li>
<li> There is a ban on fishing gillnets in Divisions VIa,b and VIIb,c,j,k in more than 200m depth (EC Reg. No
51/2006).</li>",There is no additional information for this stock
mon.27.78ab,2016,"<li> The TAC applies to both species of anglerfish (black and white
anglerfish) because these species are often not separated by the
industry. This prevents effective control of fishing mortality of the
individual species.</li>
<li> There are two TAC areas that cover this stock: area 7 and
area 8abde. Ireland only has a quota for area 7. There is a special
condition allowing 10% of the area 7 quota to be fished in 8abde
but Ireland generally does not make use of this option.</li>
<li> There is no minimum landing size but EC 2406/96 established a minimum marketing size of 500 g gutted
weight or 200 g tailed.</li>
<li> More than half of the international landings from area 7 are taken in Irish waters but the Irish TAC share is
only 8%.</li>","<li> Fishing effort has shown a steady decrease since the 1990s.</li>
<li> Black and white anglerfish are partly caught in a targeted fishery: almost half of the Irish landings come from
trips where anglerfish was the dominant species. The remainder are taken in a more mixed fishery and are
mainly landed with megrim as well as various gadoids.</li>
<li> FEAS initiated a new survey series in 2016, designed to provide a reliable biomass index for anglerfish.</li>
<li> FEAS are also developing new assessment methods to improve the advice for anglerfish in advance of a
benchmark for all anglerfish stocks in 2017 and 2018.</li>"
mon.27.78ab,2017,"<li> The TAC applies to both species of anglerfish (black and white
anglerfish) because these species are often not separated by the
industry. This prevents effective control of fishing mortality of the
individual species. </li>
<li> There are two TAC areas that cover this stock: area 7 and area 8abde.
Ireland only has a quota for area 7. There is a special condition allowing
10% of the area 7 quota to be fished in 8abde but Ireland generally does
not make use of this option.</li>
<li> More than half of the international landings from area 7 are taken in Irish
waters but the Irish TAC share is only 8%.</li>
<li> France, who has most of the quota, only lands around 75% of its allocated quota; most other countries are
depending on quota swaps to land their catches (see Figure 1 on the next page).</li>","<li> Fishing effort has shown a steady decrease since the 1990s.</li>
<li> Black and white anglerfish are partly caught in a targeted fishery: almost half of the Irish landings come from
trips where anglerfish was the dominant species. The remainder are taken in a more mixed fishery and are
mainly landed with megrim as well as various gadoids.</li>
<li> FEAS initiated a new survey series in 2016, designed to provide a reliable biomass index for anglerfish.</li>
<li> All ICES anglerfish stocks will be benchmarked in 2018 with the aim of developing assessments that can
provide an improved basis for the catch advice for these stocks.</li>"
nep.fu.11,2015,"<li> The TAC area covers Sub-area VI and Division Vb. Division VIa
contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13). The assessment is based
on a time series of UWTV surveys in these FUs.</li>
<li> Irish landings mainly come from the component of this stock that is
not currently assessed using UWTV surveys.</li>
<li> The TAC in 2015 was 14,190 t with an Irish quota of 192 t.</li>
<li> There are no explicit management objectives or management plan for
these stocks but <em>Nephrops</em> fisheries in this area are affected by the
cod long-term management plan.</li>",There is no additional information for this stock
nep.fu.11,2016,"<li> The current TAC area and stock assessment area do not match. The TAC
area covers Sub-area 6 and Division 5.b.
Division 6.a contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13).</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by the
EU landings obligation (EC, 2015). Creel fisheries are exempted from the
landings obligation and there is a de minimis exemption consisting of a 7%
discard rate by weight for the trawl fishery in 2016 and 2017.</li>
<li> There are no explicit management objectives or management plan for these
stocks but <em>Nephrops</em> fisheries in this area are affected by the cod long-term
management plan.</li>","<li> Irish landings mainly come from the component of this stock that is not currently assessed using UWTV
surveys.</li>"
nep.fu.11,2017,"<li> The current TAC area and stock assessment area do not match. The
TAC area covers Sub-area 6 and Division 5.b. Division 6.a contains
three main fisheries, the North Minch (FU 11), South Minch (FU 12)
and Firth of Clyde (FU 13) there are also landings outside these FUs.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by
the EU landing obligation (EC, 2015). Creel fisheries are exempted
from the landing obligation and there is a de minimis exemption
consisting of a 7% discard rate by weight for the trawl fishery in 2016
and 2017 this will be reduced to 6% from 2018.</li>",<li> Irish landings mainly come from outside Functional Units that are not currently assessed using UWTV surveys.</li>
nep.fu.12,2015,"<li> The TAC area covers Sub-area VI and Division Vb. Division VIa
contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13). The assessment is based
on a time series of UWTV surveys in these FUs.</li>
<li> Irish landings mainly come from the component of this stock that is
not currently assessed using UWTV surveys.</li>
<li> The TAC in 2015 was 14,190 t with an Irish quota of 192 t.</li>
<li> There are no explicit management objectives or management plan for
these stocks but <em>Nephrops</em> fisheries in this area are affected by the
cod long-term management plan.</li>",There is no additional information for this stock
nep.fu.12,2016,"<li> The current TAC area and stock assessment area do not match. The TAC
area covers Sub-area 6 and Division 5.b.
Division 6.a contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13).</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by the
EU landings obligation (EC, 2015). Creel fisheries are exempted from the
landings obligation and there is a de minimis exemption consisting of a 7%
discard rate by weight for the trawl fishery in 2016 and 2017.</li>
<li> There are no explicit management objectives or management plan for these
stocks but <em>Nephrops</em> fisheries in this area are affected by the cod long-term
management plan.</li>","<li> Irish landings mainly come from the component of this stock that is not currently assessed using UWTV
surveys.</li>"
nep.fu.12,2017,"<li> The current TAC area and stock assessment area do not match. The
TAC area covers Sub-area 6 and Division 5.b. Division 6.a contains
three main fisheries, the North Minch (FU 11), South Minch (FU 12)
and Firth of Clyde (FU 13) there are also landings outside these FUs.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by
the EU landing obligation (EC, 2015). Creel fisheries are exempted
from the landing obligation and there is a de minimis exemption
consisting of a 7% discard rate by weight for the trawl fishery in 2016
and 2017 this will be reduced to 6% from 2018.</li>",<li> Irish landings mainly come from outside Functional Units that are not currently assessed using UWTV surveys.</li>
nep.fu.13,2015,"<li> The TAC area covers Sub-area VI and Division Vb. Division VIa
contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13). The assessment is based
on a time series of UWTV surveys in these FUs.</li>
<li> Irish landings mainly come from the component of this stock that is
not currently assessed using UWTV surveys.</li>
<li> The TAC in 2015 was 14,190 t with an Irish quota of 192 t.</li>
<li> There are no explicit management objectives or management plan for
these stocks but <em>Nephrops</em> fisheries in this area are affected by the
cod long-term management plan.</li>",There is no additional information for this stock
nep.fu.13,2016,"<li> The current TAC area and stock assessment area do not match. The TAC
area covers Sub-area 6 and Division 5.b.
Division 6.a contains three main fisheries, the North Minch (FU 11), South
Minch (FU 12) and Firth of Clyde (FU 13).</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by the
EU landings obligation (EC, 2015). Creel fisheries are exempted from the
landings obligation and there is a de minimis exemption consisting of a 7%
discard rate by weight for the trawl fishery in 2016 and 2017.</li>
<li> There are no explicit management objectives or management plan for these
stocks but <em>Nephrops</em> fisheries in this area are affected by the cod long-term
management plan.</li>","<li> Irish landings mainly come from the component of this stock that is not currently assessed using UWTV
surveys.</li>"
nep.fu.13,2017,"<li> The current TAC area and stock assessment area do not match. The
TAC area covers Sub-area 6 and Division 5.b. Division 6.a contains
three main fisheries, the North Minch (FU 11), South Minch (FU 12)
and Firth of Clyde (FU 13) there are also landings outside these FUs.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 6.a are covered by
the EU landing obligation (EC, 2015). Creel fisheries are exempted
from the landing obligation and there is a de minimis exemption
consisting of a 7% discard rate by weight for the trawl fishery in 2016
and 2017 this will be reduced to 6% from 2018.</li>",<li> Irish landings mainly come from outside Functional Units that are not currently assessed using UWTV surveys.</li>
nep.fu.14,2015,"<li> For current management see the overview for <em>Nephrops</em> stocks in Sub-area VII on page 39.</li>
<li> Effort control limitations also apply to the main <em>Nephrops</em> catching fleet (TR2) in the Irish Sea under the
cod long term plan (EC 1342/2008).</li>",There is no additional information for this stock
nep.fu.14,2016,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.a are covered
by the EU landings obligation (EC, 2015). Creel fisheries are
exempted from the landings obligation and there is a de minimis
exemption consisting of a 7% discard rate by weight for the trawl
fishery in 2016 and 2017.</li>
<li> There are no explicit management objectives or plans for this
stock.</li>","<li> Irish landings of Irish Sea <em>Nephrops</em> are taken in a highly targeted fishery; 80% of
the landings come from trips that almost exclusively (>90%) landed <em>Nephrops</em>.</li>"
nep.fu.14,2017,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.a are
covered by the EU landing obligation (see Appendix VI). Creel
fisheries are exempted from the landing obligation but there are
negligible creel fisheries in this area. There is a de minimis
exemption consisting of a 7% discard rate by weight for the trawl
fishery in 2016 and 2017, this reduces to 6% in 2018 (EC, 2015).</li>
<li> Since 2000 effort control limitations applied to the main
<em>Nephrops</em> catching fleet (TR2) in the Irish Sea under the cod long
term plan (EC 1342/2008). This was replaced with new measures
in 2017 (EU 2094-2016 Amending 1342-2008 long term plan for cod stocks and fisheries exploiting them).</li>
<li> All Irish vessels TR2 vessels operating in 7.a must now use species selective gears i.e. SELTRA trawl, large
mesh (300mm) square mesh panels or sorting grid as a condition of national license obligations.</li>
<li> Irish vessels (>12 m) fishing <em>Nephrops</em> in the Irish sea are required to use one of four highly selective gears and
a cod end mesh size >80mm (S.I. No. 510 of 2016)</li>","<li> Irish landings of Irish Sea <em>Nephrops</em> are taken in a highly targeted fishery; 80% of the landings come from trips
that almost exclusively (>90%) land <em>Nephrops</em>.</li>"
nep.fu.15,2015,"<li> For current management see the overview for <em>Nephrops</em> stocks in Sub-area VII on page 39.</li>
<li> Effort control limitations also apply to the main <em>Nephrops</em> catching fleet (TR2) in the Irish Sea under the
cod long term plan (EC 1342/2008).</li>",There is no additional information for this stock
nep.fu.15,2016,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.a are
covered by the EU landings obligation (EC, 2015). Creel
fisheries are exempted from the landings obligation and there is
a de minimis exemption consisting of a 7% discard rate by weight
for the trawl fishery in 2016 and 2017.</li>
<li> Up to 2016 effort control limitations apply to the main <em>Nephrops</em>
catching fleet (TR2) in the Irish Sea under the cod long term
plan (EC 1342/2008). This will be replaced with a new measure in 2017.</li>
<li> There are no explicit management objectives or plans for this stock.</li>","<li> Irish landings of Irish Sea <em>Nephrops</em> are taken in a highly targeted fishery; 80% of the landings come from trips
that almost exclusively (>90%) landed <em>Nephrops</em>.</li>
<li> Recent three year average for mean weight in landings and discards inputs used to calculate catch options.</li>"
nep.fu.15,2017,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.a are covered by
the EU landing obligation (see Appendix VII). Creel fisheries are
exempted from the landing obligation but there are negligible creel
fisheries in this area. There is a de minimis exemption consisting of a
7% discard rate by weight for the trawl fishery in 2016 and 2017, this
reduces to 6% in 2018 (EC, 2015).</li>
<li> Since 2000 effort control limitations applied to the main <em>Nephrops</em>
catching fleet (TR2) in the Irish Sea under the cod long term plan
(EC 1342/2008). This was replaced with new measures in 2017 (EU 2094-2016 Amending 1342-2008 long term
plan for cod stocks and fisheries exploiting them).</li>
<li> All Irish vessels TR2 vessels operating in 7.a must now use species selective gears i.e. SELTRA trawl, large
mesh (300mm) square mesh panels or sorting grid as a condition of national license obligations.</li>
<li> Irish vessels (>12 m) fishing <em>Nephrops</em> in the Irish sea are required to use one of four highly selective gears and
a cod end mesh size >80mm (S.I. No. 510 of 2016)</li>","<li> Irish landings of Irish Sea <em>Nephrops</em> are taken in a highly targeted fishery; 80% of the landings come from trips
that almost exclusively (>90%) landed <em>Nephrops</em>.</li>
<li> The importance of the <em>Nephrops</em> fishery in FU15 to Ireland has declined as vessels target larger higher value
<em>Nephrops</em> in other areas.</li>
<li> Recent three year average for mean weight in landings and discards inputs are used to calculate catch options.</li>"
nep.fu.16,2015,"<li> For current management see the overview for <em>Nephrops</em>
stocks in Sub-area VII on page 39.</li>
<li> Since 2011 an 'of which' clause was introduced to the area
VII TAC specifically for the Porcupine Bank. This limited
landings in 2015 to less than 1,850 t.</li>
<li> Very restrictive quota limits have been introduced for Irish
vessels since February 2011. This has increased the risks
of area misreporting and/or high grading in the fishery.
Management measures should be put in place to discourage misreporting or discarding.</li>
<li> A spatio-temporal closure of the Porcupine bank for fisheries was in place between 1 May - 31 July 2010-
2012. The period of the closure was reduced to May only since 2013. To date the closure has been
respected by the fleet and has afforded some protection to the majority of the stock area (~75%). For
this part of the stock area fishing effort and mortality will have been reduced at a time of peak female
emergence and typically high LPUE and landings. The closure has inadvertently concentrated effort and
fishing mortality ~25% of the stock area not currently covered by the closure.</li>",There is no additional information for this stock
nep.fu.16,2016,"<li> A separate catch limit for FU16 within the wider TAC for Subarea
7 has been in place since 2011.</li>
<li> Very restrictive quota limits have been introduced for Irish
vessels since February 2011. This has increased the risks of area
misreporting and/or high grading in the fishery. Management
measures should be put in place to discourage misreporting or
discarding.</li>
<li> A spatio-temporal closure of the Porcupine bank for fisheries was in place between 1 May - 31
July 2010-2012. The period of the closure was reduced to May only since 2013. To date the closure has been
respected by the fleet and has afforded some protection to the majority of the stock area (~75%). For this
part of the stock area fishing effort and mortality will have been reduced at a time of peak female emergence
and typically high LPUE and landings.</li>
<li> There are no explicit management objectives or plans for this stock. The NWWAC have previously issued
advice on management measures.</li>","<li> Nearly 90% of the Irish landings of Porcupine Bank <em>Nephrops</em> come from trips where <em>Nephrops</em> was the
dominant species, the main by-catch species is anglerfish.</li>
<li> Fluctuations in the recent mean weight estimates meant that a long-term average (1986-2016) was used in
the calculation of the catch advice.</li>
<li> Increased catches of juvenile <em>Nephrops</em> have been observed on the Spanish trawl survey for the last three
years. The UWTV abundance estimate in 2016 was also significantly increased compared with 2012 and 2013.</li>"
nep.fu.16,2017,"<li> A separate catch limit for FU16 within the wider TAC for Subarea
7 has been in place since 2011. This has resulted in very
restrictive quotas for some vessels, increased area misreporting and
the risk of discarding. Management measures should be put in place
to discourage misreporting and discarding.</li>
<li> A spatio-temporal closure of the Porcupine bank for fisheries was in
place between 1 May - 31 July 2010-2012. The period of the closure
was reduced to May only since 2013.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Sub-area 7 are covered by the
EU landing obligation (see Appendix VI). Creel fisheries are exempted from the landing obligation but there are
no creel fisheries in the area. There is a de minimis exemption consisting of a 7% discard rate by weight for the
trawl fishery in 2016 and 2017, this reduces to 6% in 2018 (EC, 2015). Although the assessment and advice
assume there are no discards since 2015 some discarding has been observed. Sampling levels are insufficient to
accurately estimate total discards but discarding may be increasing partly due to the incoming recruitment.</li>","<li> <em>Nephrops</em> on the Porcupine Bank are fished in deep waters and the grounds occur over a fairly wide area at
relatively low burrow abundance (compared to the inshore <em>Nephrops</em> grounds). Productivity of deep water
<em>Nephrops</em> stocks ae lower than those on the shelf although the individual <em>Nephrops</em> grow to relatively larger
size and attain higher market prices.</li>
<li> Nearly 90% of the Irish landings of Porcupine Bank <em>Nephrops</em> come from trips where <em>Nephrops</em> was the
dominant species, the main bycatch species is anglerfish.</li>
<li> Fluctuations in the recent mean weight estimates meant that a long-term average (1986-2016) was used in the
calculation of the catch advice. The mean weight in in the catch has declined in recent years and this is due to
improved recruitment in the area. Increased catches of juvenile <em>Nephrops</em> have been observed on the Spanish
trawl survey for the last three years.</li>
<li> The UWTV abundance estimate declined by 11% in 2017 but remains higher than was estimated in 2012 and
2013. No MSY B<sub>trigger</sub> has been defined for this stock due to the short time series. The lowest abundance
observed 722 million individuals could be used as a MSY B<sub>trigger</sub> proxy.</li>
<li> The NWWAC have issued advice on management measures for FU16. Their proposal involves: (1) closed
area over the month of May and (2) a mechanism to remove of the ''of which'' clause when the recommended
catch is above the 10 year average landings (plus 10%), and the scientific assessment shows F to be below F<sub>MSY</sub>.
If the recommended catch is lower than the 10 year average landings, plus 10% or F is higher than F<sub>MSY</sub>, then
the ''of which'' clause should be invoked. This is unlikely to address the STECF advice given in 2013 ''that to
achieve management objectives in this functional unit, TAC and other appropriate management measures
should be maintained at the functional unit level''.</li>
<li> A revision in the timing and duration of the closure should be considered. Irish sampling data shows that
female <em>Nephrops</em> constitute a higher proportion of the catch between late May (week 22) and early July
(week 27) on the Porcupine Bank.</li>"
nep.fu.17,2015,"<li> The TAC area covers Sub-area VII. ICES and FEAS
recommend that <em>Nephrops</em> should be managed at
Functional Unit level since the current large TAC area
may result in unbalanced exploitation.</li>
<li> Quota uptake by member states has changed over time
(Figure 1). Ireland and the UK have fully used their
quota in most recent years. Uptake by France and Spain
is well below the quota.</li>
<li> In 2015 the TAC was 21,619 t and an Irish quota of
7,973 t. The 'of which clause' limits catches from FU16
in 2015 to less than 1,850 t with an associated Irish
quota of 671 t.</li>
<li> There are no explicit management objectives or a management plan for <em>Nephrops</em> stocks in VII. FEAS
recommends that management objectives be established and that a management plans be developed with
stakeholders and implemented for fisheries catching <em>Nephrops</em>.</li>
<li> The following TCMs are in place for <em>Nephrops</em> in Division VIIa after EC 850/98: Minimum Landing Sizes
(MLS); total length >70 mm, carapace length >20 mm, tail length >37 mm; Mesh Size Restrictions; Vessels
targeting <em>Nephrops</em> using towed gears having at least 35% by weight of this species on board will require
70 mm diamond mesh plus an 80 mm square mesh panel as a minimum or having at least 30% by weight of
<em>Nephrops</em> on board will require 80 mm diamond mesh.</li>
<li> The following TCMs are in place for <em>Nephrops</em> in Sub-area VII (excluding Division VIIa) after EC 850/98:
Minimum Landing Sizes (MLS); total length >85 mm, carapace length >25 mm, tail length >46 mm. Mesh
Size Restrictions; Towed gears targeting <em>Nephrops</em> having at least 35% by weight of this species on board
will require 70 mm diamond mesh plus an 80 mm square mesh panel as a minimum or having at least 30%
by weight of <em>Nephrops</em> on board will require 80 mm diamond mesh.</li>",There is no additional information for this stock
nep.fu.17,2016,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.b are covered by
the EU landings obligation (EC, 2015). Creel fisheries are exempted
from the landings obligation and there is a de minimis exemption
consisting of a 7% discard rate by weight for the trawl fishery in
2016 and 2017.</li>
<li> There are no explicit management objectives or plans for this
stock.</li>
<li> FEAS recommends that management objectives be established and
that a management plan be developed and implemented for fisheries
catching FU17 <em>Nephrops</em>.</li>","<li> More than 90% of the Irish landings of Aran grounds <em>Nephrops</em> come from trips where <em>Nephrops</em> was the
dominant species, by-catch species include anglerfish, whiting, haddock and megrim.</li>
<li> Following a meeting between the MI, BIM and the fishing industry in April 2015 voluntary effort restrictions
were put in place by the fishing industry. These voluntary measures significantly reduced effort and catches
on the Aran grounds in 2015 before the UWTV survey. Without these measures it is very likely that the
stock abundance in 2015 would have been below the MSY B<sub>TRIGGER</sub> recommended by ICES. The abundance in
2016 has declined below MSY B<sub>TRIGGER</sub> again to the lowest observed in the time series.</li>
<li> Long term average for mean weight in landings and discards inputs used to calculate catch options to account
for variation.</li>"
nep.fu.17,2017,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Division 7.b are covered by the
EU landing obligation (see Appendix VI). Creel fisheries are exempted from
the landing obligation but there are negligible creel fisheries in this area.
There is a de minimis exemption consisting of a 7% discard rate by weight for
the trawl fishery in 2016 and 2017, this reduces to 6% in 2018 (EC, 2015).</li>
<li> The separate catch limit for FU16 has resulted in area misreporting. Some
catches reported in FU17 are reallocated to FU16.</li>","<li> Abundance estimates from UWTV surveys on the Aran grounds has declined significantly since 2004 and have
been at or below MSY B<sub>trigger</sub> since 2012. This is a cause for concern but it should be noted that the density
estimates remain at moderate levels and the stock should have good rebuilding capacity.</li>
<li> More than 90% of the Irish landings of Aran grounds <em>Nephrops</em> come from trips where <em>Nephrops</em> was the
dominant species, by-catch species include anglerfish, whiting, haddock and megrim.</li>
<li> The fishing industry raised specific concerns about this stock and the potential impact of grey gurnards on the
stock and the fishery at a meeting in June 2017. Preliminary investigations show that the abundances of grey
gurnards have increased significantly in 7b since 2009 and that the stomach contents of gurnards caught in the
Aran grounds in the spring of 2017 were dominated by small crustaceans.</li>
<li> Long term average for mean weight in landings and discards inputs are used to calculate catch options to
account for variation.</li>"
nep.fu.18,2015,"<li> The TAC area covers Sub-area VII. ICES and FEAS
recommend that <em>Nephrops</em> should be managed at
Functional Unit level since the current large TAC area
may result in unbalanced exploitation.</li>
<li> Quota uptake by member states has changed over time
(Figure 1). Ireland and the UK have fully used their
quota in most recent years. Uptake by France and Spain
is well below the quota.</li>
<li> In 2015 the TAC was 21,619 t and an Irish quota of
7,973 t. The 'of which clause' limits catches from FU16
in 2015 to less than 1,850 t with an associated Irish
quota of 671 t.</li>
<li> There are no explicit management objectives or a management plan for <em>Nephrops</em> stocks in VII. FEAS
recommends that management objectives be established and that a management plans be developed with
stakeholders and implemented for fisheries catching <em>Nephrops</em>.</li>
<li> The following TCMs are in place for <em>Nephrops</em> in Division VIIa after EC 850/98: Minimum Landing Sizes
(MLS); total length >70 mm, carapace length >20 mm, tail length >37 mm; Mesh Size Restrictions; Vessels
targeting <em>Nephrops</em> using towed gears having at least 35% by weight of this species on board will require
70 mm diamond mesh plus an 80 mm square mesh panel as a minimum or having at least 30% by weight of
<em>Nephrops</em> on board will require 80 mm diamond mesh.</li>
<li> The following TCMs are in place for <em>Nephrops</em> in Sub-area VII (excluding Division VIIa) after EC 850/98:
Minimum Landing Sizes (MLS); total length >85 mm, carapace length >25 mm, tail length >46 mm. Mesh
Size Restrictions; Towed gears targeting <em>Nephrops</em> having at least 35% by weight of this species on board
will require 70 mm diamond mesh plus an 80 mm square mesh panel as a minimum or having at least 30%
by weight of <em>Nephrops</em> on board will require 80 mm diamond mesh.</li>",There is no additional information for this stock
nep.fu.18,2016,"<li> The current TAC area and stock assessment area do not match.</li>
<li> From 2016, fisheries catching <em>Nephrops</em> in Sub-area 7 are covered by
the EU landings obligation (EC, 2015). Creel fisheries are exempted
from the landings obligation and there is a de minimis exemption
consisting of a 7% discard rate by weight for the trawl fishery in 2016
and 2017.</li>
<li> There are no explicit management objectives or plans for this stock.</li>","<li> <em>Nephrops</em> outside the FUs are not considered to constitute separate stocks but represent small patches of
<em>Nephrops</em> outside the identified stock units (FUs). The level of self-recruitment to these patches is unknown
although it is likely that there is some recruit spill-over from the major stock units.</li>"
